"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","lcr4fd href","Cw1rxd","R8c4Qb","Cw1rxd 2","R8c4Qb 2","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3"
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"https://www.google.fr/maps/place/Avenir+R%C3%A9novations+Marseille+02/data=!4m7!3m6!1s0x12c9edc9d439b8a7:0x46a707a925d33d85!8m2!3d43.328127!4d5.359276!16s%2Fg%2F11pd31r033!19sChIJp7g51MntyRIRhT3TJakHp0Y?authuser=0&hl=fr&rclk=1","Avenir Rénovations Marseille 02","4,9","(21)","Travaux généraux","·","Chemin de la Madrague-Ville","Ferme bientôt","· 19:00 · Ouvre à 08:00 lun.","·","04 81 68 19 96","https://www.google.fr/aclk?sa=L&ai=DChsSEwiKn9GessWSAxXhZUECHRWIBBAYACICCAEQABoCd3M&co=1&ase=2&gclid=CjwKCAiAv5bMBhAIEiwAqP9GuA4eQavWTgt3ogwT1s8PLFl_m27g5nQEQwssXyuJEgaIwoF6WN36gBoCyOoQAvD_BwE&cce=2&category=acrcp_v1_32&sig=AOD64_0OIo8dqu0FgPhAuWe2upVPGY7qsA&adurl&q&ctype=99&nis=6","","Site Web","","Itinéraires","","","",""
"https://www.google.fr/maps/place/Electricien+ALXElec/data=!4m7!3m6!1s0x22a9f7d12a2a57b7:0x6d2140e82330dca4!8m2!3d43.3060592!4d5.3713521!16s%2Fg%2F11xdtpsr83!19sChIJt1cqKtH3qSIRpNwwI-hAIW0?authuser=0&hl=fr&rclk=1","Electricien ALXElec","5,0","(29)","Électricien","·","18 Rue de Forbin","Ouvert","· Ferme à 20:00","·","06 50 74 07 43","http://alxelec.com/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Super","électricien",", très réactif et compétent !"""
"https://www.google.fr/maps/place/JF7+%C3%A9lectrique/data=!4m7!3m6!1s0x12c9c13b28664a91:0xcd92899e526181c0!8m2!3d43.3241766!4d5.3652713!16s%2Fg%2F11gxs1_k_c!19sChIJkUpmKDvByRIRwIFhUp6Jks0?authuser=0&hl=fr&rclk=1","JF7 électrique","4,9","(15)","Électricien","·","17 Rue André Allar H54","Ouvert","· Ferme à 20:00","·","06 51 52 79 48","https://jf7electrique.fr/?utm_source=search_google&utm_medium=profile_company_google&utm_campaign=button_page","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Service pratique.""","",""
"https://www.google.fr/maps/place/Lumi%C3%A8re+express/data=!4m7!3m6!1s0x12c9c1a191fdd6f7:0xc7c23ecf45a13eb8!8m2!3d43.3123885!4d5.3783897!16s%2Fg%2F11myf7q5x3!19sChIJ99b9kaHByRIRuD6hRc8-wsc?authuser=0&hl=fr&rclk=1","Lumière express","5,0","(2)","Électricien","·","Sq. national","Ouvert 24h/24","","·","07 51 01 48 24","https://lumiere.express/","","Site Web","","Itinéraires","","","",""
"https://www.google.fr/maps/place/MGR+AZUR+%7C+Electricien+Marseille+%7C+D%C3%A9pannage+%7C+R%C3%A9novation+%7C+%C3%89lectricit%C3%A9+g%C3%A9n%C3%A9rale/data=!4m7!3m6!1s0xa207684a0c431515:0xa600aa521de0e3b6!8m2!3d43.2893928!4d5.378321!16s%2Fg%2F11vs87kxpc!19sChIJFRVDDEpoB6IRtuPgHVKqAKY?authuser=0&hl=fr&rclk=1","MGR AZUR | Electricien Marseille | Dépannage | Rénovation | Électricité générale","5,0","(23)","Électricien","·","96 Rue Paradis","Ouvert 24h/24","","·","07 68 13 99 66","https://mgrazur.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Électriciens","très sérieux et réactifs."""
"https://www.google.fr/maps/place/FARELEC/data=!4m7!3m6!1s0x4c15ae2ddef4843d:0x31aeec74326cb8c8!8m2!3d43.2880779!4d5.3640037!16s%2Fg%2F11y12yhctn!19sChIJPYT03i2uFUwRyLhsMnTsrjE?authuser=0&hl=fr&rclk=1","FARELEC","5,0","(7)","Électricien","·","23 Rue Sauveur Tobelem","Ouvert","· Ferme à 21:00","·","07 68 16 18 40","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""j’ai eu un problème électrique et farid est top !""","",""
"https://www.google.fr/maps/place/Shahzad+Ahmad+Electricien/data=!4m7!3m6!1s0x4d977aa4a7235165:0x164fe10d3345269a!8m2!3d43.3046391!4d5.3895209!16s%2Fg%2F11t88yy9tg!19sChIJZVEjp6R6l00RmiZFMw3hTxY?authuser=0&hl=fr&rclk=1","Shahzad Ahmad Electricien","5,0","(32)","Électricien","·","5 Bd Camille Flammarion Bat3","Fermé","· Ouvre à 09:30 sam.","·","07 83 47 76 76","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Electricien","tres sérieux, serviable et reactif ."""
"https://www.google.fr/maps/place/olivier+depan%27elec+et+conseil/data=!4m7!3m6!1s0x12c9c18bba447a27:0xa4a1b625c6012099!8m2!3d43.2966654!4d5.3934077!16s%2Fg%2F11wtcb8jjv!19sChIJJ3pEuovByRIRmSABxiW2oaQ?authuser=0&hl=fr&rclk=1","olivier depan'elec et conseil","5,0","(30)","Électricien","·","19 Rue de l'Église Saint-Michel","Ferme bientôt","· 19:00 · Ouvre à 08:00 lun.","·","07 61 78 51 08","https://www.depanelec.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nous avons fait appel à Olivier Depan'elec après l'achat de notre maison.""","",""
"https://www.google.fr/maps/place/ABETEC+Solution/data=!4m7!3m6!1s0x12c9c1c6177df42b:0x1b4cdf8755274174!8m2!3d43.3317456!4d5.358732!16s%2Fg%2F11xd0zzkf5!19sChIJK_R9F8bByRIRdEEnVYffTBs?authuser=0&hl=fr&rclk=1","ABETEC Solution","5,0","(20)","Électricien","·","211 Chem. de la Madrague-Ville Ennea","Ouvert 24h/24","","·","06 56 74 85 85","https://abetec-solution.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Électricien","très réactif, il a su me trouver un créneau rapidement."""
"https://www.google.fr/maps/place/ShooTech+%C3%89lectricit%C3%A9+Electricien/data=!4m7!3m6!1s0x12c9c112d96b6957:0x7df80bfc19e8217d!8m2!3d43.2849031!4d5.3765305!16s%2Fg%2F11yqnqy2tf!19sChIJV2lr2RLByRIRfSHoGfwL-H0?authuser=0&hl=fr&rclk=1","ShooTech Électricité Electricien","5,0","(10)","Électricien","·","·","Ouvert 24h/24","","32 Bd Vauban","07 58 87 00 20","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Electricien","très réactif, disponible et à votre écoute."""
"https://www.google.fr/maps/place/Arnaud+Multiservices/data=!4m7!3m6!1s0x12c9c1408368ad8f:0x153f20331333758c!8m2!3d43.2908732!4d5.3819222!16s%2Fg%2F11ys3p78tr!19sChIJj61og0DByRIRjHUzEzMgPxU?authuser=0&hl=fr&rclk=1","Arnaud Multiservices","5,0","(1)","Électricien","·","14 Bd Louis Salvator","Ouvert 24h/24","","·","07 69 69 89 56","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Service impeccable et personnel très aimable !""","",""
"https://www.google.fr/maps/place/Julien+Pons+Electricit%C3%A9/data=!4m7!3m6!1s0x12c9bff1a36384e7:0xa83c9eb470f8fbb8!8m2!3d43.2945053!4d5.3973296!16s%2Fg%2F11ll8g1gt9!19sChIJ54Rjo_G_yRIRuPv4cLSePKg?authuser=0&hl=fr&rclk=1","Julien Pons Electricité","4,9","(57)","Électricien","·","25 Rue Briffaut","Ferme bientôt","· 19:00 · Ouvre à 09:00 sam.","·","06 21 61 07 07","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""L’","électricien","a été ponctuel, efficace et très clair dans ses explications."""
"https://www.google.fr/maps/place/Behloul+Bouabdellah/data=!4m7!3m6!1s0x12c9c0c3914259af:0x33633e307dae03c1!8m2!3d43.2962107!4d5.3660529!16s%2Fg%2F11b6d0k3vl!19sChIJr1lCkcPAyRIRwQOufTA-YzM?authuser=0&hl=fr&rclk=1","Behloul Bouabdellah","4,0","(2)","Électricien","·","13 Rue Henri Tasso","Ouvert","· Ferme à 20:00","·","06 18 29 25 22","","","Itinéraires","","","","Services sur place","Devis en ligne",""
"https://www.google.fr/maps/place/Provence+Electricit%C3%A9+Moderne/data=!4m7!3m6!1s0x12c9c1965cf5a2af:0xe52a70855a5ca3da!8m2!3d43.2880247!4d5.3796879!16s%2Fg%2F11hf5pjv1s!19sChIJr6L1XJbByRIR2qNcWoVwKuU?authuser=0&hl=fr&rclk=1","Provence Electricité Moderne","5,0","(1)","Électricien","·","41 Rue Dragon","Ouvert","· Ferme à 00:00","·","06 09 75 79 05","https://www.facebook.com/Provence-electricite-moderne-100757164753182","","Site Web","","Itinéraires","","Services sur place","Devis en ligne",""
"https://www.google.fr/maps/place/Evce/data=!4m7!3m6!1s0x12c9c176f686d629:0x7123f22e5fa36ee9!8m2!3d43.3000222!4d5.3688678!16s%2Fg%2F11wvbfmn88!19sChIJKdaG9nbByRIR6W6jXy7yI3E?authuser=0&hl=fr&rclk=1","Evce","5,0","(2)","Électricien","·","2 Rue du Petit Puits","","","","07 81 76 61 23","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Merci beaucoup pour cette appartement refait à neuf.""","",""
"https://www.google.fr/maps/place/SRTC+SAS%28Electricit%C3%A9%2FR%C3%A9novation+int%C3%A9rieure%29/data=!4m7!3m6!1s0x12c9c1a1d43bcdc9:0xdf52a1cdc127cab7!8m2!3d43.3214661!4d5.38201!16s%2Fg%2F11khs37w27!19sChIJyc071KHByRIRt8onwc2hUt8?authuser=0&hl=fr&rclk=1","SRTC SAS(Electricité/Rénovation intérieure)","5,0","(14)","Électricien","·","32 Rue Saint-Gabriel","","","","07 68 49 02 59","http://www.srtc-entreprise-13.com/?utm_medium=referral&utm_source=gmb&utm_campaign=lnk-gmb","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Le meilleur","électricien","de Marseille!"""
"https://www.google.fr/maps/place/Sas+Celectro/data=!4m7!3m6!1s0x12c9c1efe030f3e5:0xd3b5cfb22c899b82!8m2!3d43.3073006!4d5.3665578!16s%2Fg%2F11mwq56dzp!19sChIJ5fMw4O_ByRIRgpuJLLLPtdM?authuser=0&hl=fr&rclk=1","Sas Celectro","1,0","(1)","Service d'installation électrique","·","LES DOCKS ATRIUM, 10 Pl. de la Joliette 10.6","Fermé","· Ouvre à 08:30 lun.","·","04 91 13 46 40","","","Itinéraires","","","","","",""
"https://www.google.fr/maps/place/Elec+Bati+Concept+EBC/data=!4m7!3m6!1s0x12c9c192c6f37481:0xb1b762184dd5d604!8m2!3d43.324035!4d5.3744067!16s%2Fg%2F11sgqm2zz9!19sChIJgXTzxpLByRIRBNbVTRhit7E?authuser=0&hl=fr&rclk=1","Elec Bati Concept EBC","5,0","(1)","Électricien","·","17 Bd Barbès","Ferme bientôt","· 19:00 · Ouvre à 08:00 lun.","·","06 34 66 12 10","","","Itinéraires","","","","","",""
"https://www.google.fr/maps/place/SASU+FARI-ELEC/data=!4m7!3m6!1s0x12c9c1218548f649:0xebc09ba704dbfbdc!8m2!3d43.3178909!4d5.3742672!16s%2Fg%2F11mtjths8k!19sChIJSfZIhSHByRIR3PvbBKebwOs?authuser=0&hl=fr&rclk=1","SASU FARI-ELEC","","","Électricien","·","143 Rue Félix Pyat","Ferme bientôt","· 19:00 · Ouvre à 07:00 sam.","·","07 68 32 38 96","https://www.fari-elec.fr/","","Site Web","","Itinéraires","","","",""
"https://www.google.fr/maps/place/Longuet+Electricit%C3%A9+%26+climatisation+SAS/data=!4m7!3m6!1s0x12c9c048e948ec9b:0x3d10481a4531297c!8m2!3d43.325557!4d5.3777295!16s%2Fg%2F1tf8w56l!19sChIJm-xI6UjAyRIRfCkxRRpIED0?authuser=0&hl=fr&rclk=1","Longuet Electricité & climatisation SAS","4,5","(12)","Électricien","·","22 Bd Charles Moretti","Fermé","· Ouvre à 08:00 lun.","·","06 09 52 92 63","http://www.longuet-electricite.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Efficace et rapide
Pose de Clim, réparation radiateur""","",""
"https://www.google.fr/maps/place/Comeau+Electricit%C3%A9/data=!4m7!3m6!1s0x12c9bf6187ca44bd:0x47ee02ffe68ba924!8m2!3d43.303595!4d5.395994!16s%2Fg%2F11f126z9pj!19sChIJvUTKh2G_yRIRJKmL5v8C7kc?authuser=0&hl=fr&rclk=1","Comeau Electricité","4,8","(27)","Électricien","·","12 Rue Buffon","Ferme bientôt","· 19:30 · Ouvre à 08:30 sam.","·","06 13 16 02 96","https://cedcom690.wixsite.com/comelecmarseille","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Intervention hyper rapide et surtout travail soigné.""","",""
"https://www.google.fr/maps/place/Avenir+R%C3%A9novations+Marseille+02/data=!4m7!3m6!1s0x12c9edc9d439b8a7:0x46a707a925d33d85!8m2!3d43.328127!4d5.359276!16s%2Fg%2F11pd31r033!19sChIJp7g51MntyRIRhT3TJakHp0Y?authuser=0&hl=fr&rclk=1","Avenir Rénovations Marseille 02","4,9","(21)","Travaux généraux","·","Chemin de la Madrague-Ville","Ferme bientôt","· 19:00 · Ouvre à 08:00 lun.","·","04 81 68 19 96","https://www.google.fr/aclk?sa=L&ai=DChsSEwjwiai1ssWSAxX6W0ECHeCGHd8YACICCAEQABoCd3M&co=1&ase=2&gclid=CjwKCAiAv5bMBhAIEiwAqP9GuM1WBykIkqEdCmkT4fYi4HUruZLzmBgE9cYnAVadUWfJ5379Ds78UxoCZ_kQAvD_BwE&cce=2&category=acrcp_v1_32&sig=AOD64_3QAJGo7pZ5Xq9rsuZHUd8trZj_dA&adurl&q&ctype=99&nis=6","","Site Web","","Itinéraires","","","",""
"https://www.google.fr/maps/place/Renovax-M/data=!4m7!3m6!1s0x6bfc4d5c768a8d6d:0x953a2d83c57e755d!8m2!3d43.2943092!4d5.4090704!16s%2Fg%2F11vljqt_h8!19sChIJbY2KdlxN_GsRXXV-xYMtOpU?authuser=0&hl=fr&rclk=1","Renovax-M","5,0","(109)","Électricien","","·","Ouvert","· Ferme à 20:00","","06 51 51 95 27","http://sites.google.com/view/renovax-m/accueil","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Russlan est","électricien","et plombier, il est compétent, sérieux et réactif."""
"https://www.google.fr/maps/place/%C3%89lectricit%C3%A9+Deux+fr%C3%A8res%28%C3%89lectricien+d%C3%A9pannage+%26+installation%29/data=!4m7!3m6!1s0x40b844fed875b699:0xb08f61530c120d75!8m2!3d43.3916884!4d5.4254253!16s%2Fg%2F11vq4gj98c!19sChIJmbZ12P5EuEARdQ0SDFNhj7A?authuser=0&hl=fr&rclk=1","Électricité Deux frères(Électricien dépannage & installation)","5,0","(47)","Électricien","","·","Ouvert","· Ferme à 23:30","","07 53 33 64 77","https://www.electricienamarseille.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Électriciens","très compétents, sérieux, ponctuels et de confiance."""
"https://www.google.fr/maps/place/3E+%C3%A9lectricit%C3%A9/data=!4m7!3m6!1s0xa2b59f4868b43dbd:0x2a3a700f6591e9c4!8m2!3d43.3222508!4d5.3680735!16s%2Fg%2F11kc9crsd0!19sChIJvT20aEiftaIRxOmRZQ9wOio?authuser=0&hl=fr&rclk=1","3E électricité","5,0","(1)","Électricien","·","2 Bd de Magallon","Fermé","· Ouvre à 08:00 lun.","·","06 61 49 91 19","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Je recommande vivement ce réparateur pour son professionnalisme.""","",""
"https://www.google.fr/maps/place/Elecservice/data=!4m7!3m6!1s0x12c9bf38d7a8dd2d:0x5b79cbc008bba462!8m2!3d43.3078631!4d5.4053521!16s%2Fg%2F11vz0m_pdc!19sChIJLd2o1zi_yRIRYqS7CMDLeVs?authuser=0&hl=fr&rclk=1","Elecservice","4,5","(27)","Électricien","·","19 Imp. de Roux","Ouvert 24h/24","","·","06 18 83 96 68","https://elecservice13.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Je recommande cet","électricien","sans hésiter !"""
"https://www.google.fr/maps/place/ACTIV%27ELEC/data=!4m7!3m6!1s0x12c9ebf01b404fb7:0xc6b7a4fc9cc08b89!8m2!3d43.2935702!4d5.3772081!16s%2Fg%2F11kpdygxyt!19sChIJt09AG_DryRIRiYvAnPykt8Y?authuser=0&hl=fr&rclk=1","ACTIV'ELEC","5,0","(1)","Électricien","·","20 Rue Haxo","Ouvert","· Ferme à 20:00","·","07 83 69 22 14","https://electricien-marseille.com/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Au top je recommande !!!!""","",""
"https://www.google.fr/maps/place/B.GELEC/data=!4m7!3m6!1s0x12c9c757125effc5:0x745c3b8b295a7966!8m2!3d43.3349287!4d5.3745202!16s%2Fg%2F11b6d1kxyc!19sChIJxf9eElfHyRIRZnlaKYs7XHQ?authuser=0&hl=fr&rclk=1","B.GELEC","4,7","(15)","Électricien","·","29 Bd Gay Lussac","Ouvert","· Ferme à 20:00","·","04 88 44 56 37","https://b-gelec.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Societe tres professionnelle ,   installation photovoltaïque irréprochable .""","",""
"https://www.google.fr/maps/place/A.s.t./data=!4m7!3m6!1s0x12c9c09054979923:0x127b2da3e1941943!8m2!3d43.3071857!4d5.3811119!16s%2Fg%2F1tfplx3x!19sChIJI5mXVJDAyRIRQxmU4aMtexI?authuser=0&hl=fr&rclk=1","A.s.t.","4,1","(10)","Électricien","·","15 Rue du 141ème RIA","Fermé","· Ouvre à 08:30 lun.","·","04 91 50 58 40","http://www.ast-bat.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bonjour
Entreprise sérieuse, compétente, et raisonnable en terme de tarifs.""","",""
"https://www.google.fr/maps/place/TREIZELEC%EF%BD%9C%C3%89lectricien+Marseille%EF%BD%9CInstallation+-+R%C3%A9novation+-+D%C3%A9pannage/data=!4m7!3m6!1s0xa6845b10c067201b:0xbb3efe7b0f8e74fd!8m2!3d43.3257751!4d5.3664645!16s%2Fg%2F11rysqrkw7!19sChIJGyBnwBBbhKYR_XSOD3v-Prs?authuser=0&hl=fr&rclk=1","TREIZELEC｜Électricien Marseille｜Installation - Rénovation - Dépannage","5,0","(8)","Électricien","·","Rue Pascal Posado","Fermé","· Ouvre à 07:00 lun.","·","07 68 63 43 47","https://www.treizelec.com/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Électricien","très sérieux et compétent et en plus d’une grande gentillesse"""
"https://www.google.fr/maps/place/DG+Tech/data=!4m7!3m6!1s0x12c9c0b85ea08293:0x708a4a461bf32482!8m2!3d43.2917837!4d5.3715271!16s%2Fg%2F11c52rlbws!19sChIJk4KgXrjAyRIRgiTzG0ZKinA?authuser=0&hl=fr&rclk=1","DG Tech","4,0","(4)","Électricien","·","70A Rue Sainte","Fermé","· Ouvre à 07:00 sam.","·","06 35 37 25 34","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Qualité et professionnalisme, merci !""","",""
"https://www.google.fr/maps/place/Alstart+Sarl/data=!4m7!3m6!1s0x12c9c0f4a279a353:0x440ad93783f53c68!8m2!3d43.3137237!4d5.3840375!16s%2Fg%2F1tfvwbrx!19sChIJU6N5ovTAyRIRaDz1gzfZCkQ?authuser=0&hl=fr&rclk=1","Alstart Sarl","4,7","(42)","Électricien automobile","·","12 Rue Ricard","Fermé","· Ouvre à 08:00 lun.","·","04 91 95 69 70","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Expertise et rapidité que demander de plus ?""","",""
"https://www.google.fr/maps/place/ARA-Multiservices+%7C+Serrurier,+plombier,+Electricien+et+chauffagiste/data=!4m7!3m6!1s0x12c9c10fc2738b2f:0x7f00a81acd6575ad!8m2!3d43.3061634!4d5.3930476!16s%2Fg%2F11w2m07t6z!19sChIJL4tzwg_ByRIRrXVlzRqoAH8?authuser=0&hl=fr&rclk=1","ARA-Multiservices | Serrurier, plombier, Electricien et chauffagiste","4,2","(88)","Électricien","·","3 Rue Bénédit","Ferme bientôt","· 19:00 · Ouvre à 09:00 sam.","·","07 73 67 44 27","https://ara-multiservices.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Electricien","très compétent et surtout Intervention  rapide
Merci Monsieur"""
"https://www.google.fr/maps/place/Barone+R%C3%A9gis/data=!4m7!3m6!1s0x12c9c0d3389f4771:0x76c2c9ea7bf896ad!8m2!3d43.2823166!4d5.3587179!16s%2Fg%2F1wt6gcc_!19sChIJcUefONPAyRIRrZb4e-rJwnY?authuser=0&hl=fr&rclk=1","Barone Régis","5,0","(3)","Électricien","·","41 Rue du Dr Frédéric Granier","Ferme bientôt","· 19:00 · Ouvre à 08:00 lun.","·","04 91 52 63 01","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Je recommande""","",""
"https://www.google.fr/maps/place/Conception+R%C3%A9alisation+Electrique+CRE/data=!4m7!3m6!1s0x12c9c163a6ab9169:0xec3d54ef55c47ae8!8m2!3d43.3384188!4d5.3621257!16s%2Fg%2F11h18wy3x5!19sChIJaZGrpmPByRIR6HrEVe9UPew?authuser=0&hl=fr&rclk=1","Conception Réalisation Electrique CRE","5,0","(17)","Électricien","·","355 Rue de Lyon","Fermé","· Ouvre à 08:00 sam.","·","06 22 94 12 00","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Je recommande vivement.""","",""
"https://www.google.fr/maps/place/LM+%C3%89lectricien+Marseille/data=!4m7!3m6!1s0x12c9bf99b6fdfb5b:0xfafbf3c033d4d910!8m2!3d43.2819959!4d5.397317!16s%2Fg%2F11f5q6grb9!19sChIJW_v9tpm_yRIRENnUM8Dz-_o?authuser=0&hl=fr&rclk=1","LM Électricien Marseille","4,9","(85)","Électricien","·","27 Rue d'Eguison","","","","06 16 46 37 47","https://www.lmelectricienmarseille.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Électricien","top rapide est disponible très bonne qualité de travail."""
"https://www.google.fr/maps/place/Eisenberg+S3E/data=!4m7!3m6!1s0x12c9c0cecc6b25e9:0xefdea01519974117!8m2!3d43.287376!4d5.3675831!16s%2Fg%2F1vxq8x_2!19sChIJ6SVrzM7AyRIRF0GXGRWg3u8?authuser=0&hl=fr&rclk=1","Eisenberg S3E","3,7","(17)","Électricien","·","25 Rue Marignan","Fermé","· Ouvre à 08:00 lun.","·","04 91 40 04 55","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Monsieur Domingo est un excellent","électricien","."""
"https://www.google.fr/maps/place/ACP+Artisan/data=!4m7!3m6!1s0x8206b06165d38eb5:0x384ff80be13aab3c!8m2!3d45.1259625!4d5.4907198!16s%2Fg%2F11p5fwxnb0!19sChIJtY7TZWGwBoIRPKs64Qv4Tzg?authuser=0&hl=fr&rclk=1","ACP Artisan","3,8","(86)","Service de serrurerie d'urgence","","·","Ouvert 24h/24","","","04 82 29 83 24","https://depanneur-express.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Équipe efficace""","",""
"https://www.google.fr/maps/place/S.M.E.B.I/data=!4m7!3m6!1s0x12c9c09d2e1d04bb:0x8c4882aeeca14ced!8m2!3d43.3078231!4d5.3923136!16s%2Fg%2F1xflmhyz!19sChIJuwQdLp3AyRIR7Uyh7K6CSIw?authuser=0&hl=fr&rclk=1","S.M.E.B.I","4,3","(6)","Électricien","·","Résidence Le Parc Longchamp, 36 Rue Bénédit Bt A","Fermé","· Ouvre à 08:30 lun.","·","04 91 08 08 25","","","Itinéraires","","","","","",""
"https://www.google.fr/maps/place/AT+Installation+R%C3%A9novation+Electricit%C3%A9/data=!4m7!3m6!1s0x12c9c0d6b13373a1:0xaf5e8e1d1d4a2e46!8m2!3d43.2796909!4d5.3729409!16s%2Fg%2F1tgw_6v4!19sChIJoXMzsdbAyRIRRi5KHR2OXq8?authuser=0&hl=fr&rclk=1","AT Installation Rénovation Electricité","4,9","(8)","Électricien","·","8 Rue Clémence","Ouvert 24h/24","","·","06 70 91 37 07","http://airelectricite.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Les deux techniciens étaient professionnels et compétents.""","",""
"https://www.google.fr/maps/place/Ege.gaspari/data=!4m7!3m6!1s0x12c9c112055aaa31:0x3c29009d30d8ebad!8m2!3d43.2915336!4d5.374732!16s%2Fg%2F11kbll7m58!19sChIJMapaBRLByRIRrevYMJ0AKTw?authuser=0&hl=fr&rclk=1","Ege.gaspari","3,0","(2)","Électricien","·","21 Rue Breteuil","Fermé","· Ouvre à 09:00 lun.","·","04 91 33 85 25","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Merci Monsieur Gaspari""","",""
"https://www.google.fr/maps/place/ATREM+Alarmes+Vid%C3%A9osurveillance+%26+Electricit%C3%A9+Marseille/data=!4m7!3m6!1s0x12c9bf64f20f70f7:0xef028b5c7d1df2e!8m2!3d43.3006989!4d5.3905299!16s%2Fg%2F1tfdhfwt!19sChIJ93AP8mS_yRIRLt_Rx7Uo8A4?authuser=0&hl=fr&rclk=1","ATREM Alarmes Vidéosurveillance & Electricité Marseille","5,0","(26)","Électricien","·","86 Bd de la Libération","Fermé","· Ouvre à 08:00 lun.","·","04 91 92 34 05","http://www.atrem.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Qualité prix top.""","",""
"https://www.google.fr/maps/place/ArmoniZ/data=!4m7!3m6!1s0x12c9c19a731189d3:0x3c5bf35dfa8f71b0!8m2!3d43.3280264!4d5.3598741!16s%2Fg%2F11y5lzxrz9!19sChIJ04kRc5rByRIRsHGP-l3zWzw?authuser=0&hl=fr&rclk=1","ArmoniZ","","","Service d'installation électrique","·","160 Chem. de la Madrague-Ville","Fermé","· Ouvre à 08:00 lun.","·","06 45 42 24 62","https://armoniz-energie.fr/","","Site Web","","Itinéraires","","","",""
"https://www.google.fr/maps/place/FRANCE+ELEC+SYSTEM/data=!4m7!3m6!1s0x12c9c1c78cf8f189:0xfdfe474c8546cb6b!8m2!3d43.2962796!4d5.3784705!16s%2Fg%2F11pcmxsmnc!19sChIJifH4jMfByRIRa8tGhUxH_v0?authuser=0&hl=fr&rclk=1","FRANCE ELEC SYSTEM","","","Électricien","·","2 Rue du Musée","Fermé","· Ouvre à 08:00 sam.","·","06 58 65 22 72","","","Itinéraires","","","","","",""
