"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","lcr4fd href","Cw1rxd","R8c4Qb","Cw1rxd 2","R8c4Qb 2","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3"
"https://www.google.fr/maps/place/Attanelec/data=!4m7!3m6!1s0x12c9bfb44130d611:0x3b279958e16d7c34!8m2!3d43.267101!4d5.3822293!16s%2Fg%2F11b6dqnzkh!19sChIJEdYwQbS_yRIRNHxt4ViZJzs?authuser=0&hl=fr&rclk=1","Attanelec","5,0","(11)","Électricien","·","470 Av. du Prado","Ouvert 24h/24","","·","06 15 66 90 64","http://www.attanelec.com/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Un","électricien","très professionnel, disponible et efficace."""
"https://www.google.fr/maps/place/E.M.T.I/data=!4m7!3m6!1s0x6b0108b0ff1bbddb:0x75cbe698e955d391!8m2!3d43.31354!4d5.403962!16s%2Fg%2F11tj4vbxhb!19sChIJ270b_7AIAWsRkdNV6Zjmy3U?authuser=0&hl=fr&rclk=1","E.M.T.I","5,0","(13)","Électricien","·","10 Rue Sainte-Adélaïde","Ferme bientôt","· 19:00 · Ouvre à 09:00 sam.","·","06 83 19 89 66","https://www.emti.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Agréable et efficace""","",""
"https://www.google.fr/maps/place/Ponce+renov/data=!4m7!3m6!1s0x12c9c17f3e20cd89:0x44ea678940424125!8m2!3d43.2882208!4d5.3823186!16s%2Fg%2F11vm3zq64t!19sChIJic0gPn_ByRIRJUFCQIln6kQ?authuser=0&hl=fr&rclk=1","Ponce renov","5,0","(2)","Électricien","·","154 Rue de Rome Bureau 3","Ferme bientôt","· 19:00 · Ouvre à 08:00 sam.","·","07 86 10 92 14","https://www.facebook.com/PONCERENOV?utm_source=gmb","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Je le recommande vivement!""","",""
"https://www.google.fr/maps/place/Kochetsian+Hagop/data=!4m7!3m6!1s0x12c9bf6f8dd17a41:0xab07d04930b36304!8m2!3d43.3065843!4d5.4051202!16s%2Fg%2F1tkp1wf8!19sChIJQXrRjW-_yRIRBGOzMEnQB6s?authuser=0&hl=fr&rclk=1","Kochetsian Hagop","5,0","(2)","Électricien","·","3 Rue Gavaudan","","","","04 91 34 74 74","","","Itinéraires","","","","","",""
"https://www.google.fr/maps/place/EEM+Entreprise+d%27%C3%A9lectricit%C3%A9+marseillaise/data=!4m7!3m6!1s0x12c9c1d30bb52961:0xdc474f3c07f51cc8!8m2!3d43.3762396!4d5.5003291!16s%2Fg%2F11qr72z3nn!19sChIJYSm1C9PByRIRyBz1BzxPR9w?authuser=0&hl=fr&rclk=1","EEM Entreprise d'électricité marseillaise","5,0","(6)","Électricien","","·","Ouvert","· Ferme à 02:30","","06 13 31 27 74","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Électricien","sérieux et réactif."""
"https://www.google.fr/maps/place/%C3%89lectrecien+13+Bouche+du+Rhone/data=!4m7!3m6!1s0x2f268fd38a1a11c3:0xdc85dc5de19150c0!8m2!3d43.4650256!4d5.0614012!16s%2Fg%2F11xvhgbzlx!19sChIJwxEaitOPJi8RwFCR4V3chdw?authuser=0&hl=fr&rclk=1","Électrecien 13 Bouche du Rhone","5,0","(2)","Électricien","","·","Ouvert 24h/24","","","07 66 76 67 17","https://alxelec.com/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Merci ALXelec!""","",""
"https://www.google.fr/maps/place/ACTYSOLAR/data=!4m7!3m6!1s0x12c9c0adf54bc215:0xb1ece96fed66d7ed!8m2!3d43.283947!4d5.383613!16s%2Fg%2F11twx5n16c!19sChIJFcJL9a3AyRIR7ddm7W_p7LE?authuser=0&hl=fr&rclk=1","ACTYSOLAR","5,0","(1)","Électricien","·","37 Rue Saint-Sébastien","Ferme bientôt","· 19:00 · Ouvre à 08:00 lun.","·","06 29 56 22 55","https://www.actysolar.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""La pose a pris trois jours et le travail a été soigné .""","",""
"https://www.google.fr/maps/place/Smida+elec+et+construction/data=!4m7!3m6!1s0x44239a496ff208b5:0x672c5f70d9d3eda7!8m2!3d43.2553029!4d5.4202111!16s%2Fg%2F11sy3hq9_m!19sChIJtQjyb0maI0QRp-3T2XBfLGc?authuser=0&hl=fr&rclk=1","Smida elec et construction","5,0","(77)","Électricien","·","75 Bd du Redon","Ferme bientôt","· 19:00 · Ouvre à 09:00 sam.","·","07 86 03 67 78","https://www.ma-page.pro/site/aymensmidaelec/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""C'est un","électricien","très compétent qui explique tout ce qu'il fait."""
"https://www.google.fr/maps/place/DK+Elec+-+%C3%89lectricien+%C3%A0+Marseille+13008/data=!4m7!3m6!1s0x12c9c7bb391124cf:0x753a47124fced78c!8m2!3d43.2337831!4d5.3588478!16s%2Fg%2F11y9d10cc8!19sChIJzyQRObvHyRIRjNfOTxJHOnU?authuser=0&hl=fr&rclk=1","DK Elec - Électricien à Marseille 13008","4,9","(49)","Électricien","·","La Daurade 3, 4 Bd de la Verrerie","Ouvert 24h/24","","·","06 64 32 14 90","https://dkelec.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Électricien","au top, gentil, sérieux, réactif et très compétent."""
"https://www.google.fr/maps/place/AIM+services/data=!4m7!3m6!1s0x12c9b9ca08ca538b:0xb1799597fe4d2b53!8m2!3d43.2696693!4d5.4173356!16s%2Fg%2F11x6jzpnfk!19sChIJi1PKCMq5yRIRUytN_peVebE?authuser=0&hl=fr&rclk=1","AIM services","5,0","(39)","Électricien","·","16 Rue Gaston Berger","Fermé","· Ouvre à 08:00 sam.","·","06 34 42 65 45","https://aim-services.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""C’est un","électricien","de confiance, vraiment sympathique et très compétent."""
"https://www.google.fr/maps/place/Batiforce/data=!4m7!3m6!1s0x12c9c0743805f2ed:0x2a2ab5dcf90e8d2a!8m2!3d43.3340683!4d5.3906246!16s%2Fg%2F11b6d6l2vj!19sChIJ7fIFOHTAyRIRKo0O-dy1Kio?authuser=0&hl=fr&rclk=1","Batiforce","","","Électricien","·","275 Chem. de Sainte-Marthe","Fermé","· Ouvre à 07:30 lun.","·","04 91 92 01 28","","","Itinéraires","","","","","",""
"https://www.google.fr/maps/place/GM+Electrica/data=!4m7!3m6!1s0x6727abfe22b9e1fb:0xbb8027301b0fc433!8m2!3d45.3137817!4d3.057813!16s%2Fg%2F11vm14h0s4!19sChIJ--G5Iv6rJ2cRM8QPGzAngLs?authuser=0&hl=fr&rclk=1","GM Electrica","5,0","(15)","Électricien","","·","Ferme bientôt","· 19:00 · Ouvre à 07:00 sam.","","07 52 49 06 03","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Très bon","électricien","on peut compter sur lui et sérieux."""
"https://www.google.fr/maps/place/Groupe+Snef/data=!4m7!3m6!1s0x12c9c047478b5beb:0x42050d37301f5a70!8m2!3d43.3371238!4d5.3667407!16s%2Fg%2F1ttthxv8!19sChIJ61uLR0fAyRIRcFofMDcNBUI?authuser=0&hl=fr&rclk=1","Groupe Snef","4,1","(19)","Électricien","·","·","Fermé","· Ouvre à 08:00 lun.","87 Av. Ibrahim Ali","04 91 61 58 00","http://www.snef.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Très bien  il  faut  faire  un  tour""","",""
"https://www.google.fr/maps/place/Bernhart+Entreprise/data=!4m7!3m6!1s0x12c9bf66bb153a8d:0x9288cae65911898e!8m2!3d43.3027972!4d5.399874!16s%2Fg%2F1td3_c9h!19sChIJjToVu2a_yRIRjokRWebKiJI?authuser=0&hl=fr&rclk=1","Bernhart Entreprise","3,5","(31)","Électricien","·","50 Bd de la Blancarde","Fermé","· Ouvre à 08:00 lun.","·","04 91 49 14 94","http://www.bernhart-marseille.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pose d'une clim en appartement.""","",""
"https://www.google.fr/maps/place/Electrotech/data=!4m7!3m6!1s0x12c9be83ada77d65:0x1392d9e8f02d1b51!8m2!3d43.3075765!4d5.4754702!16s%2Fg%2F1tdlr4zr!19sChIJZX2nrYO-yRIRURst8OjZkhM?authuser=0&hl=fr&rclk=1","Electrotech","5,0","(548)","Électricien","·","58 Trav. des Marronniers","Fermé","· Ouvre à 08:00 lun.","·","04 91 87 11 08","https://electrotech-marseille.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Je n’avais encore jamais vu un","électricien","aussi compétent et serviable ."""
"https://www.google.fr/maps/place/Super+Elec+13+%28%C3%89lectricien%29/data=!4m7!3m6!1s0xa1a61fc2d2673cd5:0xb98276daf402ea4!8m2!3d43.427035!4d5.3785015!16s%2Fg%2F11myrhd91m!19sChIJ1Txn0sIfpqERpC5Ar20nmAs?authuser=0&hl=fr&rclk=1","Super Elec 13 (Électricien)","5,0","(6)","Électricien","","·","Ferme bientôt","· 19:00 · Ouvre à 07:00 sam.","","06 34 38 80 96","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Très bon","électricien",", efficace et professionnel."""
"https://www.google.fr/maps/place/Roubaud+Electricit%C3%A9/data=!4m7!3m6!1s0x12c9c0bbf4ea1635:0x2bdaaf567056d508!8m2!3d43.3137288!4d5.4524239!16s%2Fg%2F11bbwyrsp4!19sChIJNRbq9LvAyRIRCNVWcFav2is?authuser=0&hl=fr&rclk=1","Roubaud Electricité","4,7","(27)","Électricien","·","44 Trav. du Maroc","Fermé","· Ouvre à 08:30 lun.","·","06 16 54 11 23","http://www.roubaud-electricite.com/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Artisan très professionnel, efficace, rapide et assurant un suivi parfait.""","",""
"https://www.google.fr/maps/place/Ivoire+elec/data=!4m7!3m6!1s0x6b8958a368f2e56f:0x517a31987da5c841!8m2!3d43.422689!4d5.3166086!16s%2Fg%2F11xg41y05q!19sChIJb-XyaKNYiWsRQcilfZgxelE?authuser=0&hl=fr&rclk=1","Ivoire elec","5,0","(13)","Électricien","","·","Ferme bientôt","· 19:00 · Ouvre à 09:00 sam.","","07 51 06 63 92","https://www.ivoireelec.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Super","électricien",", très professionnel et compétent"""
"https://www.google.fr/maps/place/GS+Elec/data=!4m7!3m6!1s0x26ebb6f2938fd92d:0xa9e6998fe49695a1!8m2!3d43.2925372!4d5.4464023!16s%2Fg%2F11l5vndt75!19sChIJLdmPk_K26yYRoZWW5I-Z5qk?authuser=0&hl=fr&rclk=1","GS Elec","5,0","(27)","Électricien","·","4 Av. Raoul Follereau","Ferme bientôt","· 19:00 · Ouvre à 07:30 sam.","·","07 84 92 13 78","https://www.instagram.com/gselec13/?utm_source=gmb","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excellent service fourni par ce jeune","électricien","!"""
"https://www.google.fr/maps/place/Fred%27%C3%A9lec/data=!4m7!3m6!1s0x64f96f232ecd6663:0x739958e1296fabef!8m2!3d43.2706054!4d5.4241113!16s%2Fg%2F11rvd036m7!19sChIJY2bNLiNv-WQR76tvKeFYmXM?authuser=0&hl=fr&rclk=1","Fred'élec","5,0","(12)","Électricien","·","Rue Pierre Doize","Fermé","· Ouvre à 09:00 lun.","·","06 22 11 20 55","https://m.facebook.com/fredelec13/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Efficace , professionnel , très compétent , au top.""","",""
"https://www.google.fr/maps/place/Electricite+Provence+Azur/data=!4m7!3m6!1s0x12c9c741bc145309:0x4836dc519d6ed9cc!8m2!3d43.2626685!4d5.3769807!16s%2Fg%2F1td8vq39!19sChIJCVMUvEHHyRIRzNlunVHcNkg?authuser=0&hl=fr&rclk=1","Electricite Provence Azur","","","Électricien","·","565 Av. du Prado","","","","04 91 57 37 87","","","Itinéraires","","","","","",""
"https://www.google.fr/maps/place/Bat+renovation+-+%C3%89nergie+service/data=!4m7!3m6!1s0x12c9bf295037658b:0xa11f496057af43e7!8m2!3d43.3100755!4d5.4085023!16s%2Fg%2F11kq64v1cr!19sChIJi2U3UCm_yRIR50OvV2BJH6E?authuser=0&hl=fr&rclk=1","Bat renovation - Énergie service","5,0","(3)","Électricien","·","85 Bd Figuière","","","","06 44 78 14 08","","","Itinéraires","","","","","",""
"https://www.google.fr/maps/place/Jean-Baptiste+Luneau+-+%C3%89lectricien+Marseille/data=!4m7!3m6!1s0x27b9308d6688ce91:0x33ce29064756c054!8m2!3d43.2803439!4d5.3806472!16s%2Fg%2F11wmfg66cl!19sChIJkc6IZo0wuScRVMBWRwYpzjM?authuser=0&hl=fr&rclk=1","Jean-Baptiste Luneau - Électricien Marseille","5,0","(9)","Électricien","","·","Fermé","· Ouvre à 09:00 sam.","","06 80 27 23 43","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""C'est précieux de pouvoir compter sur un bon","électricien","."""
"https://www.google.fr/maps/place/Electricien+qualifi%C3%A9+pour+mise+en+conformit%C3%A9/data=!4m7!3m6!1s0x12c9bf4897830101:0x69345c029354401a!8m2!3d43.2878049!4d5.4112157!16s%2Fg%2F11hf5mj455!19sChIJAQGDl0i_yRIRGkBUkwJcNGk?authuser=0&hl=fr&rclk=1","Electricien qualifié pour mise en conformité","","","Électricien","·","158 Chem. de l'Armée d'Afrique","","","","06 74 28 92 30","https://www.electricienavotreservice.fr/contact.html","","Site Web","","Itinéraires","","","",""
"https://www.google.fr/maps/place/Elec3city/data=!4m7!3m6!1s0x12c9b8fc9d411151:0xe98fdbd313e645ea!8m2!3d43.244594!4d5.4205754!16s%2Fg%2F11b75gw97g!19sChIJURFBnfy4yRIR6kXmE9Pbj-k?authuser=0&hl=fr&rclk=1","Elec3city","4,8","(25)","Électricien","·","10 Rue Alphonse Tavan","Fermé","· Ouvre à 08:00 lun.","·","04 84 25 58 11","https://elec3city.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Il a su s'adapter à ces contraintes .""","",""
"https://www.google.fr/maps/place/MCM+Solution+Electrique/data=!4m7!3m6!1s0x25535618fc11171:0xff042bdc7fd26059!8m2!3d43.3978056!4d5.3413304!16s%2Fg%2F11ybt90t5z!19sChIJcRHBj2E1VQIRWWDSf9wrBP8?authuser=0&hl=fr&rclk=1","MCM Solution Electrique","5,0","(6)","Électricien","","·","Ferme bientôt","· 19:00 · Ouvre à 09:00 sam.","","07 62 21 61 54","https://mcmsolutionelectrique.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excellente expérience avec MCM Solution Électrique !""","",""
"https://www.google.fr/maps/place/L%27Artisan+du+13/data=!4m7!3m6!1s0x12c9bf5877a5b92b:0x92060a26e49c269a!8m2!3d43.2874157!4d5.4597051!16s%2Fg%2F11ftvzxjrg!19sChIJK7mld1i_yRIRmiac5CYKBpI?authuser=0&hl=fr&rclk=1","L'Artisan du 13","5,0","(94)","Électricien","·","2 Bd du Midi","Ferme bientôt","· 19:00 · Ouvre à 09:00 sam.","·","06 26 65 77 14","https://lartisandu13.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excellent","électricien",", sympathique, efficace et compétent !"""
"https://www.google.fr/maps/place/THELEC+-+Electricien+Marseille/data=!4m7!3m6!1s0x12c9bfb566c236ed:0x4b60edd7529ff497!8m2!3d43.2893644!4d5.4684584!16s%2Fg%2F11y0pdynfy!19sChIJ7TbCZrW_yRIRl_SfUtftYEs?authuser=0&hl=fr&rclk=1","THELEC - Electricien Marseille","5,0","(14)","Électricien","·","·","Ouvert","· Ferme à 20:00","51 Rte de la Valentine","06 12 69 52 01","https://thelec-electricien-marseille.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Très bon","électricien","à Marseille ponctuel professionnel 👍🏾👍🏾👍🏾"""
"https://www.google.fr/maps/place/SRENOV/data=!4m7!3m6!1s0x12c9bf6c74dc6087:0xf425c198c01823e9!8m2!3d43.3020337!4d5.4031075!16s%2Fg%2F11kqstlmpc!19sChIJh2DcdGy_yRIR6SMYwJjBJfQ?authuser=0&hl=fr&rclk=1","SRENOV","5,0","(1)","Électricien","·","26 Rue Boscary","Fermé","· Ouvre à 09:00 lun.","·","06 63 73 00 51","https://www.srenov13.fr/?utm_medium=referral&utm_source=gmb&utm_campaign=lnk-gmb","","Site Web","","Itinéraires","","","",""
"","","","","","","","","","","","","","","","","","","",""
