"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","lcr4fd href","Cw1rxd","R8c4Qb","Cw1rxd 2","R8c4Qb 2","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3","doJOZc","W4Efsd 7"
"https://www.google.fr/maps/place/CMA+CGM/data=!4m7!3m6!1s0x12c9c0f17402601b:0x34925acf26d10817!8m2!3d43.3150157!4d5.3657403!16s%2Fm%2F0ddbctk!19sChIJG2ACdPHAyRIRFwjRJs9akjQ?authuser=0&hl=fr&rclk=1","CMA CGM","4,4","(500)","Société de transport international de marchandises","·","·","Ouvert","· Ferme à 20:00","TOUR CMA CGM BOULEVARD JACQUES SAADE, 4 Bd Euromediterranée Quai d'Arenc","04 88 91 90 00","https://www.cma-cgm.com/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""(Surtout avec ce monde en constant évolution)""","","","","·"
"https://www.google.fr/maps/place/Pressing+La+repasseuse/data=!4m7!3m6!1s0x12c9b9642cc6f237:0x5f66caac736982e6!8m2!3d43.2623743!4d5.4042067!16s%2Fg%2F11fkvn_9ry!19sChIJN_LGLGS5yRIR5oJpc6zKZl8?authuser=0&hl=fr&rclk=1","Pressing La repasseuse","4,1","(18)","Pressing","·","·","Ferme bientôt","· 18:30 · Ouvre à 09:00 sam.","20 Rue Aviateur le Brix","04 91 71 41 68","https://pressing-larepasseuse-marseille.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Travail de professionnel.""","","","","·"
"https://www.google.fr/maps/place/Pressing+apr%C3%A8s+sinistre/data=!4m7!3m6!1s0x12c9bfc1c527c287:0x85c05b3a778652a5!8m2!3d43.341144!4d5.419979!16s%2Fg%2F11h0c0dblf!19sChIJh8InxcG_yRIRpVKGdzpbwIU?authuser=0&hl=fr&rclk=1","Pressing après sinistre","","","Pressing","","","","","","07 50 49 73 21","","","Itinéraires","","","","","","","",""
"https://www.google.fr/maps/place/Hello+Atelier/data=!4m7!3m6!1s0x806ab9d0538b2ccd:0xea2135f75f8c5e06!8m2!3d43.3567354!4d5.3675349!16s%2Fg%2F11t9b1snfl!19sChIJzSyLU9C5aoARBl6MX_c1Ieo?authuser=0&hl=fr&rclk=1","Hello Atelier","5,0","(18)","Service de nettoyage de moquettes","·","16bis Bd de l'Angelette","Fermé","· Ouvre à 09:00 sam.","·","07 45 43 55 69","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Venue en urgences pour mon canapé, rapide et efficace.""","","","",""
"https://www.google.fr/maps/place/Rose+Pressing/data=!4m7!3m6!1s0x12c9bfb0d13cd85d:0xe114d0003e35ba0d!8m2!3d43.3309376!4d5.4274886!16s%2Fg%2F1vxw5glz!19sChIJXdg80bC_yRIRDbo1PgDQFOE?authuser=0&hl=fr&rclk=1","Rose Pressing","3,6","(80)","Pressing","·","·","Ferme bientôt","· 19:00 · Ouvre à 09:00 sam.","29 Av. François Mignet","04 91 66 91 51","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Le","pressing","La Roseest un","","·"
"https://www.google.fr/maps/place/DetailCar+-+F%C3%A9lix+Baret+-+Lavage+automobile+et+soin+de+voitures+et+utilitaires+%C3%A0+Marseille/data=!4m7!3m6!1s0x12c9c0ba6872cf3f:0xcb13ecfb63c6e72e!8m2!3d43.2911617!4d5.3802227!16s%2Fg%2F11f4mb07zg!19sChIJP89yaLrAyRIRLufGY_vsE8s?authuser=0&hl=fr&rclk=1","DetailCar - Félix Baret - Lavage automobile et soin de voitures et utilitaires à Marseille","4,7","(156)","Station de lavage automobile","·","4 Rue Armény","Fermé","· Ouvre à 10:00 sam.","·","04 82 97 13 16","https://www.detailcar.fr/detailcar-marseille-felix-baret-lavage-et-soin-de-vehicules-sans-eau-sur-marseille-centre-ville","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""J’ai fait effectuer un","pressing","des sièges ce jour sur ma Polo.""","",""
"https://www.google.fr/maps/place/Pressing+de+la+Fr%C3%A9gate/data=!4m7!3m6!1s0x12c9b8ec8832f335:0xeb09b7f054206530!8m2!3d43.2543964!4d5.4165973!16s%2Fg%2F1tgs862g!19sChIJNfMyiOy4yRIRMGUgVPC3Ces?authuser=0&hl=fr&rclk=1","Pressing de la Frégate","4,8","(24)","Pressing","·","38 All. des Pins","Ferme bientôt","· 19:00 · Ouvre à 09:00 lun.","·","04 96 14 18 76","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Très bon","pressing","!""","",""
"https://www.google.fr/maps/place/4+As/data=!4m7!3m6!1s0x12c9b8b6617c0f8f:0x58f5411c7acf3aee!8m2!3d43.2729537!4d5.4123235!16s%2Fg%2F1v9d4yxc!19sChIJjw98Yba4yRIR7jrPehxB9Vg?authuser=0&hl=fr&rclk=1","4 As","4,1","(185)","Pressing","·","·","Ferme bientôt","· 18:30 · Ouvre à 08:30 sam.","275 Bd Romain Rolland","04 91 75 65 54","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excellent","pressing","qui existe depuis de nombreuses années.""","","·"
"https://www.google.fr/maps/place/Pressing+Mermoz/data=!4m7!3m6!1s0x12c9c75406095561:0x251768681f88d1a7!8m2!3d43.2756949!4d5.3890271!16s%2Fg%2F11hyl4_5sn!19sChIJYVUJBlTHyRIRp9GIH2hoFyU?authuser=0&hl=fr&rclk=1","Pressing Mermoz","2,3","(9)","Pressing","·","234 Av. du Prado","Fermé","· Ouvre à 08:00 mar.","","","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Très bon","pressing",", très bon accueil !""","",""
"https://www.google.fr/maps/place/Transval+And+Co/data=!4m7!3m6!1s0x12c9bf7b497840cf:0x6ef1dbf2414d0c6b!8m2!3d43.308668!4d5.400088!16s%2Fg%2F1tfsvz7h!19sChIJz0B4SXu_yRIRawxNQfLb8W4?authuser=0&hl=fr&rclk=1","Transval And Co","3,7","(3)","Laverie automatique","·","·","Ouvert actuellement","","1 Rue Transvaal","06 17 69 05 60","","","Itinéraires","","","","","","","","·"
"https://www.google.fr/maps/place/Lavage+De+Tapis+Deniz/data=!4m7!3m6!1s0x12c9ea8f2557d1b5:0x53b8fb2c4e5e82fa!8m2!3d43.3698099!4d5.3582582!16s%2Fg%2F11fj1_8ncc!19sChIJtdFXJY_qyRIR-oJeTiz7uFM?authuser=0&hl=fr&rclk=1","Lavage De Tapis Deniz","4,6","(9)","Blanchisserie","·","17 Av. de Roquefavour","","","","06 78 04 34 56","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Le nettoyage des tapis est impeccable, on voit tout de suite la différence.""","","","",""
"https://www.google.fr/maps/place/Clean+City/data=!4m7!3m6!1s0x12c9bfff147e0a3f:0xb9de21ec13093a94!8m2!3d43.3237151!4d5.4457799!16s%2Fg%2F11g4g896wd!19sChIJPwp-FP-_yRIRlDoJE-wh3rk?authuser=0&hl=fr&rclk=1","Clean City","3,7","(52)","Pressing","·","·","Ferme bientôt","· 18:30 · Ouvre à 08:30 sam.","255 Av. des Olives","04 91 70 29 75","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mais je tiens à recommander vivement ce","pressing",".""","","·"
"https://www.google.fr/maps/place/Laverie+Revolution+Laundry/data=!4m7!3m6!1s0x12c9c5338515fe4d:0x95abd591bd81bc11!8m2!3d43.275017!4d5.304357!16s%2Fg%2F11vzbkggtm!19sChIJTf4VhTPFyRIREbyBvZHVq5U?authuser=0&hl=fr&rclk=1","Laverie Revolution Laundry","","","Laverie automatique","·","PORT DE FRIOUL MARSEILLE 07 PORT DU FRIOUL LAVERIE","Ferme bientôt","· 19:00 · Ouvre à 08:30 sam.","·","09 70 82 32 47","https://stores.revolution-laundry.com/fr-fr","","Site Web","","Itinéraires","","","","","",""
"https://www.google.fr/maps/place/Lavasec/data=!4m7!3m6!1s0x12c9be1a2a14050d:0xfd69567ff84f0597!8m2!3d43.34606!4d5.4621306!16s%2Fg%2F1tdf3d_7!19sChIJDQUUKhq-yRIRlwVP-H9Waf0?authuser=0&hl=fr&rclk=1","Lavasec","4,4","(89)","Pressing","·","·","Ferme bientôt","· 19:00 · Ouvre à 07:30 sam.","38 Av. Frédéric Chevillon","","https://www.lavasec.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""A recommander 👍
Aussi bien pour le","pressin","g que pour le relais colis !""","",""
"https://www.google.fr/maps/place/Carrosserie+13/data=!4m7!3m6!1s0x12c9c08c380fd633:0x2be2c3e844c2c26d!8m2!3d43.3125842!4d5.3769243!16s%2Fg%2F11bzzz4bth!19sChIJM9YPOIzAyRIRbcLCROjD4is?authuser=0&hl=fr&rclk=1","Carrosserie 13","4,8","(34)","Atelier de carrosserie automobile","·","·","Ferme bientôt","· 19:00 · Ouvre à 10:00 sam.","5 Av. Alphee Cartier","07 68 99 91 08","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Travail sérieux et minutieux, respectueux des délais et des prix annoncés.""","","","","·"
"https://www.google.fr/maps/place/Sedrakian+Karapetian+Anouch/data=!4m7!3m6!1s0x12c9bf4d771d0fdb:0xd0838681a973ae3!8m2!3d43.2814435!4d5.4052654!16s%2Fg%2F1tk406kk!19sChIJ2w8dd02_yRIR4zqXGmg4CA0?authuser=0&hl=fr&rclk=1","Sedrakian Karapetian Anouch","3,8","(14)","Pressing","·","123 Av. de la Capelette","Fermé","· Ouvre à 09:00 sam.","·","04 91 79 87 47","","","Itinéraires","","","","","","","",""
"https://www.google.fr/maps/place/Auto+Nett+Work/data=!4m7!3m6!1s0x12c9ea7dc7c5def7:0x2df80a5dda8a8e14!8m2!3d43.3647558!4d5.3501863!16s%2Fg%2F11f403ctlb!19sChIJ997Fx33qyRIRFI6K2l0K-C0?authuser=0&hl=fr&rclk=1","Auto Nett Work","3,9","(43)","Station de lavage automobile","·","11 Avenue de St antoine","Fermé","· Ouvre à 09:00 sam.","·","04 91 60 52 97","https://www.auto-nett-work-marseille.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Que se soit les jantes ou l’intérieur , tout a été fait parfaitement .""","","","",""
"https://www.google.fr/maps/place/Laverie+Revolution+Laundry/data=!4m7!3m6!1s0x12c9bf87417a6b0b:0xb1aff6e49ba18160!8m2!3d43.316885!4d5.404348!16s%2Fg%2F11xs94rkm5!19sChIJC2t6QYe_yRIRYIGhm-T2r7E?authuser=0&hl=fr&rclk=1","Laverie Revolution Laundry","","","Laverie automatique","·","STATION SERVICE ENI, 59 Av. de Saint-Just","Ouvert 24h/24","","·","09 70 82 32 47","https://stores.revolution-laundry.com/fr-fr","","Site Web","","Itinéraires","","","","","",""
"https://www.google.fr/maps/place/Le+Nettoyeur+Proven%C3%A7al/data=!4m7!3m6!1s0x4798945145ecff21:0x355354775aa53a84!8m2!3d43.322172!4d5.4314557!16s%2Fg%2F11sv3qy_w3!19sChIJIf_sRVGUmEcRhDqlWndUUzU?authuser=0&hl=fr&rclk=1","Le Nettoyeur Provençal","5,0","(204)","Services de nettoyage","·","27 Av. Jean Compadieu","Ferme bientôt","· 19:00 · Ouvre à 08:00 sam.","·","06 27 87 26 79","https://www.lenettoyeurprovencal.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mes vitres sont toutes propres, sans traces.""","","","",""
"https://www.google.fr/maps/place/Btmf+Fraissinet+Sa/data=!4m7!3m6!1s0x12c9c0bd071df177:0xc3255b424eb170cc!8m2!3d43.2941417!4d5.4106213!16s%2Fg%2F1tfh1jzw!19sChIJd_EdB73AyRIRzHCxTkJbJcM?authuser=0&hl=fr&rclk=1","Btmf Fraissinet Sa","3,9","(7)","Pressing","·","137 Chem. de Saint-Jean du Désert","Ouvert actuellement","","·","04 91 18 48 00","","","Itinéraires","","","","","","","",""
"https://www.google.fr/maps/place/Pressing+la+Marguerite+Charlotte/data=!4m7!3m6!1s0x12c9b8d1ba3d7151:0xdee79d21746ae557!8m2!3d43.2708464!4d5.4286701!16s%2Fg%2F1hc5h6hx7!19sChIJUXE9utG4yRIRV-VqdCGd594?authuser=0&hl=fr&rclk=1","Pressing la Marguerite Charlotte","4,5","(2)","Pressing","·","249 Rue Pierre Doize","","","","04 91 75 63 38","","","Itinéraires","","","","","","","",""
"https://www.google.fr/maps/place/Carrosserie+N%26N/data=!4m7!3m6!1s0x12c9c1848a39dd41:0x297d9f4c7dd44c60!8m2!3d43.3117164!4d5.3791099!16s%2Fg%2F11mb0vqchc!19sChIJQd05ioTByRIRYEzUfUyffSk?authuser=0&hl=fr&rclk=1","Carrosserie N&N","4,7","(51)","Atelier de carrosserie automobile","·","·","Fermé","· Ouvre à 09:00 lun.","24 Rue Loubon","06 10 79 84 60","https://www.instagram.com/carrosserie.nn/?igshid=1v0ypk5e0sfz5","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Prestation impeccable , très professionnel et méticuleux.""","","","","·"
"https://www.google.fr/maps/place/Centre+de+Lavage+Auto+S%C3%A9vign%C3%A9+Car+Wash/data=!4m7!3m6!1s0x12c9b8a24c21d8c9:0x51ccfcceed096ffe!8m2!3d43.2622401!4d5.400925!16s%2Fg%2F11bzz386k6!19sChIJydghTKK4yRIR_m8J7c78zFE?authuser=0&hl=fr&rclk=1","Centre de Lavage Auto Sévigné Car Wash","4,6","(262)","Station de lavage automobile","·","13 Rue Mignard","Ouvert","· Ferme à 22:00","·","06 10 66 28 57","http://sevignecarwash.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Le rouleau est efficace je recommande fortement.""","","","",""
"https://www.google.fr/maps/place/Preparation+%26+Pressing+Lavage+Auto/data=!4m7!3m6!1s0x12c9c77cf736e495:0x1d8b1ab13847b92d!8m2!3d43.2488316!4d5.3905882!16s%2Fg%2F11xrw21j4f!19sChIJleQ293zHyRIRLblHOLEaix0?authuser=0&hl=fr&rclk=1","Preparation & Pressing Lavage Auto","","","Station de lavage automobile","","","","","","","","","Itinéraires","","","","","","","",""
"https://www.google.fr/maps/place/Valmante+Auto+Pressing/data=!4m7!3m6!1s0x12c9b88cb3980d11:0x9b7102215fa621f!8m2!3d43.2458384!4d5.4147004!16s%2Fg%2F11hyl5lq23!19sChIJEQ2Ys4y4yRIRH2L6FSIQtwk?authuser=0&hl=fr&rclk=1","Valmante Auto Pressing","4,0","(19)","Garage automobile","·","·","Ferme bientôt","· 19:00 · Ouvre à 08:30 sam.","134 Trav. de la Gouffonne","06 09 60 94 43","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""La magie a opéré.""","","","","·"
"https://www.google.fr/maps/place/Lavage+Monza+Auto+%2F+Lavage+voiture+et+pressing+Marseille+%2F+Canap%C3%A9+et+textiles+%C3%A0+domicile/data=!4m7!3m6!1s0x12c9bc1410aeb47b:0x2fa468874431f936!8m2!3d43.2659632!4d5.4082565!16s%2Fg%2F11fzfdj8_q!19sChIJe7SuEBS8yRIRNvkxRIdopC8?authuser=0&hl=fr&rclk=1","Lavage Monza Auto / Lavage voiture et pressing Marseille / Canapé et textiles à domicile","4,7","(286)","Station de lavage automobile","·","158 Bd de Sainte-Marguerite","Ferme bientôt","· 18:30 · Ouvre à 09:00 sam.","·","06 19 42 59 79","https://lavage-monza.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Intérieur nettoyé sans aucune trace jusque dans les recoins.""","","","",""
"https://www.google.fr/maps/place/Garcia+Magnier+Genevieve+Annie/data=!4m7!3m6!1s0x12c9bf1ebc8e6831:0x48122d8b560ae2e4!8m2!3d43.3011822!4d5.4315258!16s%2Fg%2F11b6dcvbbz!19sChIJMWiOvB6_yRIR5OIKVostEkg?authuser=0&hl=fr&rclk=1","Garcia Magnier Genevieve Annie","2,5","(2)","Pressing","·","3 Av. des Borromées","","","","04 91 87 00 72","","","Itinéraires","","","","","","","",""
"https://www.google.fr/maps/place/DHL+Express+%28Pressing+La+repasseuse+-+Smile%29+-+Envoi+colis/data=!4m7!3m6!1s0x12c9b9b9dcf07067:0xd4b7b13eeda10cf5!8m2!3d43.2623743!4d5.4042067!16s%2Fg%2F11yt6y2044!19sChIJZ3Dw3Lm5yRIR9Qyh7T6xt9Q?authuser=0&hl=fr&rclk=1","DHL Express (Pressing La repasseuse - Smile) - Envoi colis","","","Coursier","·","20 Rue Aviateur le Brix","Ferme bientôt","· 18:30 · Ouvre à 09:00 sam.","·","04 91 71 41 68","https://shipnow.dhl.com/fr/fr/create-shipment","","Site Web","","Itinéraires","","","","","",""
"https://www.google.fr/maps/place/Pressing+Laverie+Moret+Jocelyne/data=!4m7!3m6!1s0x12c9dd701c923fab:0xfc93ac1112580ec2!8m2!3d43.3555398!4d5.1955016!16s%2Fg%2F11b6dpvp_7!19sChIJqz-SHHDdyRIRwg5YEhGsk_w?authuser=0&hl=fr&rclk=1","Pressing Laverie Moret Jocelyne","4,6","(19)","Pressing","·","37 Av. de la Côte Bleue","Ouvert","· Ferme à 20:00","·","04 42 43 62 03","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Pressing","tout comme la laverie 5 étoiles !!!""","",""
"https://www.google.fr/maps/place/Laverie+Revolution+Laundry/data=!4m7!3m6!1s0x12c9b90e9ef9e4a5:0x9897dfaca8de8490!8m2!3d43.26946!4d5.4066!16s%2Fg%2F11yht3k622!19sChIJpeT5ng65yRIRkITeqKzfl5g?authuser=0&hl=fr&rclk=1","Laverie Revolution Laundry","","","Laverie automatique","·","2 Traverse Sainte-Marguerite Sainte Marguerite Utilelaundry","Ferme bientôt","· 19:00 · Ouvre à 08:30 sam.","·","09 70 82 32 47","https://stores.revolution-laundry.com/fr-fr","","Site Web","","Itinéraires","","","","","",""
"https://www.google.fr/maps/place/Laverie+Speed+Queen/data=!4m7!3m6!1s0x12c9bed97d306a51:0x63760854d5f0417!8m2!3d43.2901614!4d5.4411001!16s%2Fg%2F11dfj6wd3b!19sChIJUWowfdm-yRIRFwRfTYVgNwY?authuser=0&hl=fr&rclk=1","Laverie Speed Queen","4,3","(78)","Laverie automatique","·","55 Av. Emmanuel Allard","Ouvert","· Ferme à 21:00","·","06 21 11 51 92","https://speedqueeninvestor.com/our-laundry-stores/locations/france/marseille/laverie-libre-service-speed-queen/138320","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""J'avais juste une couette deux places à laver!""","","","",""
"https://www.google.fr/maps/place/SARL+LE+PRESSING+DES+PENNES/data=!4m7!3m6!1s0x12c9e965db31ecbd:0x25e026600781de6e!8m2!3d43.4134495!4d5.3015579!16s%2Fg%2F11mw5yn1_0!19sChIJvewx22XpyRIRbt6BB2Am4CU?authuser=0&hl=fr&rclk=1","SARL LE PRESSING DES PENNES","4,7","(41)","Pressing","·","Chem. de la Pourranque","Ferme bientôt","· 18:30 · Ouvre à 09:00 sam.","·","04 42 02 52 71","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""super","pressing",", très sérieux, je ne suis jamais déçu !""","",""
"https://www.google.fr/maps/place/Pressing+de+Saint+Victoret/data=!4m7!3m6!1s0x12c9e899684cbddd:0x1755dbe30af0384d!8m2!3d43.4183366!4d5.2341815!16s%2Fg%2F1tdqwm87!19sChIJ3b1MaJnoyRIRTTjwCuPbVRc?authuser=0&hl=fr&rclk=1","Pressing de Saint Victoret","4,3","(32)","Pressing","·","·","Ferme bientôt","· 19:00 · Ouvre à 09:00 sam.","ZAC de la Lauve, 11 Av. Jacques Prévert","04 42 75 37 18","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rapide, efficace, prix ok""","","","","·"
"https://www.google.fr/maps/place/KUNZ+Pressing+VITROLLES/data=!4m7!3m6!1s0x12c9ef12e593bf27:0xfbd55501c8a6d4ab!8m2!3d43.4327878!4d5.2590322!16s%2Fg%2F1trypk5s!19sChIJJ7-T5RLvyRIRq9SmyAFV1fs?authuser=0&hl=fr&rclk=1","KUNZ Pressing VITROLLES","4,2","(126)","Pressing","·","·","Ouvert","· Ferme à 20:00","Centre Commercial Carrefour, Route Nationale 113","04 42 89 20 66","https://pressing.kunz.fr/vitrolles/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bon","pressing",", travail soigné, prix globalement acceptables.""","","·"
"https://www.google.fr/maps/place/Pressing+5%C3%A0sec+Chateauneuf/data=!4m7!3m6!1s0x12c9e0ceb8f64cf9:0x540cbebdf6448d3a!8m2!3d43.3937483!4d5.1701176!16s%2Fg%2F1q62hz4b7!19sChIJ-Uz2uM7gyRIROo1E9r2-DFQ?authuser=0&hl=fr&rclk=1","Pressing 5àsec Chateauneuf","4,7","(269)","Pressing","·","·","Ferme bientôt","· 19:00 · Ouvre à 09:00 sam.","Centre Commercial Carrefour, route de Lislet","04 42 07 13 30","https://www.5asec.fr/fr/pressing/chateauneuf-carrefour/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Je recommande fortement ce","pressing","""","","·"
"https://www.google.fr/maps/place/Pressing+Blue+Lavande/data=!4m7!3m6!1s0x12c9bc3f570165cf:0x3f5cf8c50e6136b5!8m2!3d43.2983868!4d5.4985742!16s%2Fg%2F11lsvd4dq8!19sChIJz2UBVz-8yRIRtTZhDsX4XD8?authuser=0&hl=fr&rclk=1","Pressing Blue Lavande","4,5","(4)","Pressing","·","111 Rte des Camoins","Ferme bientôt","· 19:00 · Ouvre à 08:00 sam.","","","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Très bien, j’ai donné une veste très cher à nettoyer et Niquel.""","","","",""
"https://www.google.fr/maps/place/pressing+du+Rouet+109C/data=!4m7!3m6!1s0x457ed976aa7dbfc7:0xdc0ce03f2c174e66!8m2!3d30.6959409!4d-49.8171262!16s%2Fg%2F11yr_9yzlf!19sChIJx799qnbZfkURZk4XLD_gDNw?authuser=0&hl=fr&rclk=1","pressing du Rouet 109C","","","Fournisseur d'équipements de nettoyage et d'entretien","","·","Ferme bientôt","· 19:00 · Ouvre à 00:00 lun.","","06 61 74 11 07","","","Itinéraires","","","","","","","",""
"https://www.google.fr/maps/place/Pressing+So+Clean/data=!4m7!3m6!1s0x12c9a335c5fef4e1:0x88e903e72f23fb0f!8m2!3d43.2924522!4d5.5659325!16s%2Fg%2F1thjqp5n!19sChIJ4fT-xTWjyRIRD_sjL-cD6Yg?authuser=0&hl=fr&rclk=1","Pressing So Clean","4,6","(90)","Pressing","·","15 Av. Loulou Delfieu","Ferme bientôt","· 18:30 · Ouvre à 09:00 sam.","·","04 42 18 21 15","https://www.facebook.com/soclean.pressingaubagne","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excellent","pressing",", très bon rapport qualité prix et équipe très sympa!""","",""
"https://www.google.fr/maps/place/Ducci+Sandrine/data=!4m7!3m6!1s0x12c9bc4736090a3b:0x8e722e6ec0a56180!8m2!3d43.2983163!4d5.4983441!16s%2Fg%2F11b76tscph!19sChIJOwoJNke8yRIRgGGlwG4uco4?authuser=0&hl=fr&rclk=1","Ducci Sandrine","3,9","(13)","Pressing","·","111 Rte des Camoins","Ferme bientôt","· 19:00 · Ouvre à 08:00 sam.","·","04 91 27 11 89","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Parfait merci""","","","",""
"https://www.google.fr/maps/place/Pressing+Des+Borrom%C3%A9es/data=!4m7!3m6!1s0x12c9bf1eb963a82d:0xd19252ce388aef11!8m2!3d43.3012673!4d5.4314848!16s%2Fg%2F11ddwv7cbz!19sChIJLahjuR6_yRIREe-KOM5SktE?authuser=0&hl=fr&rclk=1","Pressing Des Borromées","4,0","(38)","Pressing","·","3 Av. de la Fourragère","","","·","07 70 49 08 80","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""... sont toujours impeccables après leur passage au","pressing","!""","",""
"https://www.google.fr/maps/place/Pressing+Laverie+Bulles/data=!4m7!3m6!1s0x12c9dd000920e9f9:0x6674453528e39b47!8m2!3d43.3555398!4d5.1955016!16s%2Fg%2F11x2xs493s!19sChIJ-ekgCQDdyRIRR5vjKDVFdGY?authuser=0&hl=fr&rclk=1","Pressing Laverie Bulles","","","37 Av. de la Côte Bleue","","·","Ferme bientôt","· 19:00 · Ouvre à 08:00 sam.","","04 42 43 62 03","","","Itinéraires","","","","","","","",""
"https://www.google.fr/maps/place/M%C3%A9nage+et+repassage+%C3%A0+domicile+-+Shiva+Marseille+7%C3%A8me+Lambert/data=!4m7!3m6!1s0x12c9c79eee4bb561:0xe9d5ea369b169111!8m2!3d43.281271!4d5.351336!16s%2Fg%2F11vjl338kt!19sChIJYbVL7p7HyRIREZEWmzbq1ek?authuser=0&hl=fr&rclk=1","Ménage et repassage à domicile - Shiva Marseille 7ème Lambert","4,9","(33)","Service de ménage","·","154 Corniche Président John Fitzgerald Kennedy","Fermé","· Ouvre à 09:00 lun.","·","04 91 88 81 13","https://www.google.fr/aclk?sa=L&ai=DChsSEwjHj4H7sMWSAxVIMAYAHSrzNv0YACICCAEQARoCd3M&co=1&ase=2&gclid=CjwKCAiAv5bMBhAIEiwAqP9GuFszzDlGu4kZ4JaZ81CDPCuAMvGcygWJmtXGNV64kvnd9HesEnGi-hoC570QAvD_BwE&cce=2&category=acrcp_v1_32&sig=AOD64_3WsY0TjN6PFDp-anmMkqC7e3ChUA&adurl&q&ctype=99&nis=6","","Site Web","","Itinéraires","","","","","",""
"https://www.google.fr/maps/place/Pressing+5%C3%A0sec+Aubagne/data=!4m7!3m6!1s0x12c9a310c4def2d7:0xcd87f6a2a07a27a4!8m2!3d43.2943791!4d5.5910205!16s%2Fg%2F1ptxrl0ym!19sChIJ1_LexBCjyRIRpCd6oKL2h80?authuser=0&hl=fr&rclk=1","Pressing 5àsec Aubagne","4,2","(539)","Pressing","·","·","Ouvert","· Ferme à 19:30","Centre commercial Auchan, Rte de Gémenos","04 42 70 16 04","https://www.5asec.fr/fr/pressing/aubagne-cc-barneoud/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excellent","pressing","avec un travail irréprochable .Je conseille vivement""","","·"
"https://www.google.fr/maps/place/LAVAP%E2%80%99AUTO+-+%C3%80+VOTRE+DOMICILE/data=!4m7!3m6!1s0x12c9bf85b25583df:0xbd228689469d1c1!8m2!3d43.3131429!4d5.4283414!16s%2Fg%2F11srtyvmpc!19sChIJ34NVsoW_yRIRwdFplGgo0gs?authuser=0&hl=fr&rclk=1","LAVAP’AUTO - À VOTRE DOMICILE","4,8","(25)","Station de lavage automobile","·","36 Rue de l'Aiguillette","Ouvert","· Ferme à 20:00","·","06 17 33 29 85","https://www.facebook.com/profile.php?id=100090800151079","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""J'ai retrouvé ma voiture comme si elle était neuve.""","","","",""
